Trial,time,PositionX,PositionY,PositionZ,frameDiff,userLevel,preTrialOffset,preLevelOffset
1,0.02,-7.998941,0.06352544,10,0,1,0,0
1,0.04,-7.961884,0.08999467,10,0.09214988,1,0,0
1,0.06,-7.893065,0.137639,10,0.06256171,1,0,0
1,0.08,-7.850715,0.1641083,10,0.05476078,1,0,0
1,0.09999999,-7.808364,0.1905769,10,0.05935749,1,0,0
1,0.12,-7.787189,0.2064586,10,0.02077508,1,0,0
1,0.14,-7.744839,0.2382213,10,0.04326238,1,0,0
1,0.16,-7.718369,0.2593964,10,0,1,0,0
1,0.18,-7.691901,0.2752781,10,0.08023694,1,0,0
1,0.2,-7.676019,0.2858657,10,0,1,0,0
1,0.22,-7.654844,0.2964532,10,0,1,0,0
1,0.24,-7.644256,0.3070408,10,0,1,0,0
1,0.26,-7.617787,0.3176284,10,0,1,0,0
1,0.28,-7.6072,0.3229225,10,0,1,0,0
1,0.3,-7.575437,0.328216,10,0.1552473,1,0,0
1,0.32,-7.554262,0.33351,10,0,1,0,0
1,0.34,-7.511911,0.33351,10,0,1,0,0
1,0.36,-7.490736,0.33351,10,0,1,0,0
1,0.38,-7.464267,0.33351,10,0,1,0,0
1,0.4,-7.45368,0.33351,10,0,1,0,0
1,0.42,-7.437799,0.328216,10,0,1,0,0
1,0.4400001,-7.421916,0.3176284,10,0,1,0,0
1,0.4600001,-7.395447,0.3017467,10,0.237332,1,0,0
1,0.4800001,-7.379566,0.2911592,10,0,1,0,0
1,0.5000001,-7.353097,0.2593964,10,0,1,0,0
1,0.52,-7.331922,0.2329272,10,0,1,0,0
1,0.54,-7.300159,0.1852834,10,0,1,0,0
1,0.56,-7.278984,0.1429325,10,0.2428771,1,0,0
1,0.58,-7.236633,0.04764438,10,0,1,0,0
1,0.6,-7.210165,-0.02117515,10,0.241162,1,0,0
1,0.6199999,-7.178401,-0.1217577,10,0,1,0,0
1,0.6399999,-7.151932,-0.2011648,10,0,1,0,0
1,0.6599999,-7.130757,-0.301747,10,0.2201605,1,0,0
1,0.6799999,-7.109582,-0.3758603,10,0,1,0,0
1,0.6999999,-7.0937,-0.465855,10,0.2370992,1,0,0
1,0.7199998,-7.067232,-0.5399683,10,0,1,0,0
1,0.7399998,-7.040763,-0.6670195,10,0,1,0,0
1,0.7599998,-7.024881,-0.7464266,10,0.2191671,1,0,0
1,0.7799998,-6.998412,-0.8628905,10,0,1,0,0
1,0.7999998,-6.987824,-0.9422973,10,0.2197871,1,0,0
1,0.8199998,-6.971943,-1.048173,10,0,1,0,0
1,0.8399997,-6.971943,-1.101111,10,0,1,0,0
1,0.8599997,-6.971943,-1.185813,10,0.1468885,1,0,0
1,0.8799997,-6.971943,-1.254632,10,0,1,0,0
1,0.8999997,-6.971943,-1.365802,10,0.06642697,1,0,0
1,0.9199997,-6.971943,-1.445209,10,0.02974034,1,0,0
1,0.9399996,-6.971943,-1.57226,10,0,1,0,0
1,0.9599996,-6.971943,-1.641079,10,0,1,0,0
1,0.9799996,-6.971943,-1.746956,10,0,1,0,0
1,0.9999996,-6.971943,-1.821069,10,0,1,0,0
1,1.02,-6.977237,-1.942827,10,0,1,0,0
1,1.04,-6.982531,-2.001059,10,0,1,0,0
1,1.06,-6.993118,-2.080466,10,0,1,0,0
1,1.08,-6.993118,-2.122817,10,0,1,0,0
1,1.1,-6.998412,-2.165166,10,0,1,0,0
1,1.12,-6.998412,-2.175754,10,0,1,0,0
1,1.14,-6.998412,-2.186342,10,0,1,0,0
1,1.159999,-6.998412,-2.186342,10,0,1,0,0
1,1.179999,-6.998412,-2.186342,10,0,1,0,0
1,1.199999,-6.998412,-2.17046,10,0,1,0,0
1,1.219999,-6.993118,-2.080466,10,0,1,0,0
1,1.239999,-6.982531,-1.969296,10,0,1,0,0
1,1.259999,-6.961356,-1.784012,10,0,1,0,0
1,1.279999,-6.94018,-1.656961,10,0,1,0,0
1,1.299999,-6.887242,-1.471678,10,0.01081439,1,0,0
1,1.319999,-6.834304,-1.30757,10,0.1014485,1,0,0
1,1.339999,-6.797247,-1.201694,10,0.1360941,1,0,0
1,1.359999,-6.76019,-1.090524,10,0.1750911,1,0,0
1,1.379999,-6.696665,-0.9422973,10,0.2436398,1,0,0
1,1.399999,-6.60667,-0.7993647,10,0.3083222,1,0,0
1,1.419999,-6.548439,-0.6881949,10,0.3636931,1,0,0
1,1.439999,-6.474325,-0.5823186,10,0.4021524,1,0,0
1,1.459999,-6.373743,-0.4446799,10,0.4576351,1,0,0
1,1.479999,-6.278454,-0.328216,10,0.5024454,1,0,0
1,1.499999,-6.214928,-0.2593964,10,0,1,0,0
1,1.519999,-6.161991,-0.2117524,10,0.5519703,1,0,0
1,1.539999,-6.098465,-0.164108,10,0,1,0,0
1,1.559999,-6.056114,-0.137639,10,0,1,0,0
1,1.579999,-6.034939,-0.1323453,10,0,1,0,0
1,1.599999,-6.029645,-0.1270515,10,0,1,0,0
1,1.619999,-6.019058,-0.1270515,10,0,1,0,0
1,1.639999,-6.013764,-0.1270515,10,0,1,0,0
1,1.659999,-5.987295,-0.1270515,10,0.5724332,1,0,0
1,1.679999,-5.96612,-0.1270515,10,0,1,0,0
1,1.699999,-5.907888,-0.137639,10,0,1,0,0
1,1.719999,-5.876125,-0.1482266,10,0,1,0,0
1,1.739999,-5.78613,-0.1694018,10,0,1,0,0
1,1.759999,-5.733192,-0.1852831,10,0.4642508,1,0,0
1,1.779999,-5.643198,-0.2223399,10,0,1,0,0
1,1.799999,-5.600847,-0.2382213,10,0,1,0,0
1,1.819999,-5.532027,-0.2858657,10,0,1,0,0
1,1.839999,-5.489677,-0.3123346,10,0.3398747,1,0,0
1,1.859999,-5.420857,-0.3705665,10,0,1,0,0
1,1.879999,-5.389094,-0.4023293,10,0,1,0,0
1,1.899999,-5.330863,-0.4817364,10,0.2187384,1,0,0
1,1.919999,-5.2991,-0.5293807,10,0,1,0,0
1,1.939999,-5.219694,-0.629963,10,0,1,0,0
1,1.959999,-5.172049,-0.6934887,10,0.07968935,1,0,0
1,1.979999,-5.097935,-0.794071,10,0,1,0,0
1,1.999999,-5.055585,-0.8575967,10,0.02995662,1,0,0
1,2.019999,-4.997354,-0.9528849,10,0,1,0,0
1,2.039999,-4.944415,-1.026999,10,0.09363316,1,0,0
1,2.059999,-4.85442,-1.15405,10,0.1602978,1,0,0
1,2.079999,-4.796189,-1.23875,10,0,1,0,0
1,2.099999,-4.732663,-1.334039,10,0.2468893,1,0,0
1,2.119999,-4.674431,-1.402858,10,0,1,0,0
1,2.139999,-4.632081,-1.445209,10,0,1,0,0
1,2.159999,-4.605612,-1.466384,10,0.3153299,1,0,0
1,2.179999,-4.563261,-1.498147,10,0,1,0,0
1,2.199999,-4.54738,-1.508734,10,0,1,0,0
1,2.219999,-4.531498,-1.508734,10,0,1,0,0
1,2.239999,-4.531498,-1.514028,10,0,1,0,0
1,2.259999,-4.526205,-1.508734,10,0,1,0,0
1,2.279999,-4.515617,-1.498147,10,0,1,0,0
1,2.299999,-4.473267,-1.434621,10,0,1,0,0
1,2.319999,-4.43621,-1.381683,10,0,1,0,0
1,2.339998,-4.346215,-1.26522,10,0.0566651,1,0,0
1,2.359998,-4.314453,-1.212281,10,0,1,0,0
1,2.379998,-4.224457,-1.101111,10,0.1174619,1,0,0
1,2.399998,-4.171519,-1.037586,10,0.1522646,1,0,0
1,2.419998,-4.107994,-0.9475914,10,0.1684667,1,0,0
1,2.439998,-4.039175,-0.8523029,10,0.1557498,1,0,0
1,2.459998,-3.996824,-0.7834834,10,0,1,0,0
1,2.479998,-3.954474,-0.7093701,10,0.1290164,1,0,0
1,2.499998,-3.88036,-0.603494,10,0.1153018,1,0,0
1,2.519998,-3.83801,-0.5346745,10,0,1,0,0
1,2.539998,-3.76919,-0.4182106,10,0.06551445,1,0,0
1,2.559998,-3.716252,-0.3335097,10,0,1,0,0
1,2.579998,-3.636845,-0.2011648,10,0.08594616,1,0,0
1,2.599998,-3.5892,-0.1323453,10,0,1,0,0
1,2.619998,-3.530969,-0.04235059,10,0.1732356,1,0,0
1,2.639998,-3.5045,0.01058757,10,0.1967932,1,0,0
1,2.659998,-3.472737,0.08999467,10,0.2060274,1,0,0
1,2.679998,-3.456856,0.1270515,10,0.1911745,1,0,0
1,2.699998,-3.451562,0.1694018,10,0.1892007,1,0,0
1,2.719998,-3.446268,0.195871,10,0,1,0,0
1,2.739998,-3.440974,0.2117521,10,0,1,0,0
1,2.759998,-3.440974,0.2276337,10,0,1,0,0
1,2.779998,-3.440974,0.2488089,10,0,1,0,0
1,2.799998,-3.440974,0.269984,10,0,1,0,0
1,2.819998,-3.440974,0.2911592,10,0,1,0,0
1,2.839998,-3.440974,0.3070408,10,0,1,0,0
1,2.859998,-3.446268,0.3070408,10,0,1,0,0
1,2.879998,-3.446268,0.3070408,10,0,1,0,0
1,2.899998,-3.446268,0.3070408,10,0,1,0,0
1,2.919998,-3.446268,0.3070408,10,0,1,0,0
1,2.939998,-3.446268,0.3070408,10,0,1,0,0
1,2.959998,-3.446268,0.3070408,10,0,1,0,0
1,2.979998,-3.446268,0.3070408,10,0,1,0,0
1,2.999998,-3.446268,0.3070408,10,0,1,0,0
1,3.019998,-3.446268,0.3070408,10,0,1,0,0
1,3.039998,-3.446268,0.3070408,10,0,1,0,0
